uniprot,gene_name
Q9JIF3,Slc2a8
Q61165,Slc9a1
Q3ZAS0,Slc9a2
G3X939,Slc9a3
Q8BUE1,Slc9a4
B2RXE2,Slc9a5
A1L3P4,Slc9a6
Q8BLV3,Slc9a7
Q8R4D1,Slc9a8
Q8BZ00,Slc9a9
Q8C0X2,Slc9b1
Q5BKR2,Slc9b2
Q6UJY2,Slc9c1
Q9QUM4,Slamf1
Q18PI6,Cd84
Q9ET39,Slamf6
Q8BHK6,Slamf7
Q9D3G2,Slamf8
Q9D780,Slamf9
Q68FF7,Slain1
Q8CI08,Slain2
Q60898,Sla
Q8R4L0,Sla2
P97440,Slbp
Q91WV7,Slc3a1
Q99LZ3,Gins4
Q8R3P9,Slf1
Q6P9P0,Slf2
Q9Z0I7,Slfn1
Q9Z0I6,Slfn2
Q8CBA2,Slfn5
B1ARD8,Slfn8
B1ARD6,Slfn9
P16043,Ghrh
Q810C1,Slitrk1
Q810C0,Slitrk2
Q810B9,Slitrk3
Q810B8,Slitrk4
Q810B7,Slitrk5
Q8C110,Slitrk6
D3YWJ0,Nuggc
Q9D8T7,Slirp
Q80TR4,Slit1
Q9R1B9,Slit2
Q9WVB4,Slit3
O54988,Slk
Q3URD3,Slmap
V9GXG1,Slfn14
Q8BHW9,Slfnl1
P97430,Slpi
Q8CH25,Sltm
Q8BHJ9,Slu7
Q9Z0K7,Slurp1
P0DP59,Slurp2
Q8BX32,Slx1b
Q9D7Y9,Slx4ip
Q6P1D7,Slx4
P58468,Slx9
Q9DA15,Spmap2l
P70340,Smad1
Q62432,Smad2
Q8BUN5,Smad3
P97471,Smad4
P97454,Smad5
O35182,Smad6
O35253,Smad7
Q9JIW5,Smad9
Q8CBY1,Samd4a
Q80XS6,Samd4b
Q99KC7,Smagp
Q8BJL0,Smarcal1
Q91VZ6,Smap1
Q7TN29,Smap2
Q9R0P4,Smap
P40694,Ighmbp2
Q9JMD1,Sfmbt1
Q5DTW2,Sfmbt2
Q9CU62,Smc1a
Q920F6,Smc1b
Q8CG48,Smc2
Q9CW03,Smc3
Q8CG47,Smc4
Q8CG46,Smc5
Q924W5,Smc6
Q6PGB8,Smarca1
Q6DIC0,Smarca2
Q3TKT4,Smarca4
Q91ZW3,Smarca5
O54941,Smarce1
Q8CEZ1,Smco1
Q9DA21,Smco2
Q8BQM7,Smco3
Q9JIS3,Smco4
Q3UMB5,Smcr8
P62315,Snrpd1
P62317,Snrpd2
P62320,Snrpd3
Q8BKX6,Smg1
Q6ZPY2,Smg5
Q5RJH6,Smg7
Q8VE18,Smg8
Q9DB90,Smg9
Q6JHY2,Muc19
Q6P5D8,Smchd1
Q9D9I1,Spmip10
Q8CDT5,Spmip11
Q80ZU4,Smim19
P0C8K7,Smim1
Q99PE5,Smim3
Q8BT42,Smim5
Q5RKS2,Smim7
Q9CQQ0,Smim8
Q3V0X1,Smim9
B9EJX3,Spmip1
Q9DAA7,SPMIP3
Q9D5Y0,Spmip4
Q9CQT6,Spmip5
Q2MH31,SPMIP6
Q5NC83,Spmip7
Q6IMH0,Spmip8
Q9DAG4,Spmip9
Q9QYZ6,Smok2a
Q9QYZ3,Smok2b
C0HKC8,Smok3a
C0HKC9,Smok3b
A2KF29,Smoktcr
Q8C0V7,Stk-ps2
A0AUV4,Gm7168
Q8C0N0,Gm4922
P97801,Smn1
Q8BLY1,Smoc1
Q8CD91,Smoc2
Q9QYZ4,Smok1
Q99K82,Smox
P56726,Smo
Q9DC77,Smpx
O09133,Smr2
O35982,Smr2
O35985,Smr2
O35979,Smr2
O35961,Smr2
Q61900,Smr3a
P97496,Smarcc1
Q6PDG5,Smarcc2
Q04692,Smarcad1
Q61466,Smarcd1
Q99JR8,Smarcd2
Q6P9Z1,Smarcd3
Q8VCQ6,Sgms1
Q9D4B1,Sgms2
P60041,Sst
Q99LM3,Smtnl1
Q8CI12,Smtnl2
Q921U8,Smtn
Q3UKJ7,Smu1
Q9CUN6,Smurf1
A2A5Z6,Smurf2
Q6P5C5,Smug1
P97443,Smyd1
Q8R5A0,Smyd2
Q9CWR2,Smyd3
Q8BTK5,Smyd4
Q3TYX3,Smyd5
Q9DB05,Napa
P28663,Napb
Q9CWZ7,Napg
Q02085,Snai1
P97469,Snai2
Q9QY31,Snai3
Q9Z266,Snapin
O88816,Aanat
Q99ME3,Sncaip
Q78PY7,Snd1
Q70E20,Sned1
Q9Z0H3,Smarcb1
Q9CZ28,Snf8
O55100,Syngr1
O55101,Syngr2
Q8R191,Syngr3
Q9Z1L2,Syngr4
Q8BIZ6,Snip1
P61807,Snn
Q9CXL7,Snorc
O09044,Snap23
P60879,Snap25
Q9ERB0,Snap29
Q8R570,Snap47
Q8K0S9,Snapc1
Q91XA5,Snapc2
Q9D2C9,Snapc3
Q8BP86,Snapc4
Q8R2K7,Snapc5
Q80U23,Snph
Q8VIK1,Snrnp25
Q8K194,Snrnp27
Q6PE01,Snrnp40
Q9D361,Snrnp48
Q8VDU5,Snrk
Q62189,Snrpa
Q61234,Snta1
Q8C9X1,Sntn
Q99L88,Sntb1
Q61235,Sntb2
Q925E1,Sntg1
Q925E0,Sntg2
Q9WU12,Snurf
Q9Z315,Sart1
Q9CSN1,Snw1
Q9CWT3,Snx10
Q91WL6,Snx11
O70493,Snx12
Q6PHS6,Snx13
Q8BHY8,Snx14
Q91WE1,Snx15
Q8C080,Snx16
Q8BVL3,Snx17
Q91ZR2,Snx18
Q6P4T1,Snx19
Q9WV80,Snx1
Q9D2Y5,Snx20
Q3UR97,Snx21
Q9CRB0,Snx24
Q3ZT31,Snx25
Q3UHD6,Snx27
Q9D3S3,Snx29
Q9CWK8,Snx2
Q8CE50,Snx30
Q6P8Y7,Snx31
Q80ZJ7,Snx32
Q4VAA7,Snx33
O70492,Snx3
Q91YJ2,Snx4
Q9D8U8,Snx5
Q6P8X1,Snx6
Q9CY18,Snx7
Q8CFD4,Snx8
Q91VH2,Snx9
Q62230,Siglec1
Q9QXZ6,Slco1a1
Q9EP96,Slco1a4
Q91YY5,Slco1a5
Q99J94,Slco1a6
Q9JJL3,Slco1b2
Q9ERB5,Slco1c1
Q9EPT5,Slco2a1
Q8BXB6,Slco2b1
Q8R3L5,Slco3a1
Q8K078,Slco4a1
Q8BGD4,Slco4c1
Q8C0X7,Slco6c1
Q61263,Soat1
O88908,Soat2
Q9CXB2,Slc10a6
Q0P5V2,Sobp
O35716,Socs1
O35717,Socs2
O35718,Socs3
Q91ZA6,Socs4
O54928,Socs5
Q9JLY0,Socs6
Q8VHQ2,Socs7
P08228,Sod1
O09164,Sod3
P09671,Sod2
Q6IUP1,Sohlh1
Q9D489,Sohlh2
P06880,Gh1
Q9QX47,Son
Q9JLC4,Sorcs1
Q9EPR5,Sorcs2
Q8VI51,Sorcs3
Q6P069,Sri
O88307,Sorl1
Q6PHU5,Sort1
Q62245,Sos1
Q02384,Sos2
Q8R2Y9,Nabp2
Q8BGW5,Nabp1
Q9CQN4,Sostdc1
Q3TXT3,Inip
Q99P68,Sost
Q04888,Sox10
Q7M6Y2,Sox11
Q04890,Sox12
Q04891,Sox13
Q04892,Sox14
P43267,Sox15
Q61473,Sox17
P43680,Sox18
Q62249,Sox19
P53783,Sox1
Q811W0,Sox21
P48432,Sox2
Q8CGW4,Sox30
P53784,Sox3
Q06831,Sox4
P35710,Sox5
P40645,Sox6
P40646,Sox7
Q04886,Sox8
Q04887,Sox9
Q9D826,Pipox
O35892,Sp100
Q8BVK9,Sp110
Q8BIH0,Sap130
Q920B9,Supt16h
Q62252,Spa17
O89090,Sp1
Q7TT00,Supt20h
Q9CQK8,Sprr2a1
Q4KL71,Sprr2a3
Q9D2H6,Sp2
Q5SQF8,Sap30l
O70494,Sp3
Q62445,Sp4
Q9JHX2,Sp5
Q9ESX2,Sp6
Q8VI67,Sp7
Q8BMJ8,Sp8
Q64HY3,Sp9
Q8CIE0,Serpina11
Q7TMF5,Serpina12
Q6P926,Spata24
Q8BNN1,Spata2l
Q6P4P1,Serpina3a
Q8BYY9,Serpina3b
P29621,Serpina3c
Q80X76,Serpina3f
Q5I2A0,Serpina3g
P07759,Serpina3k
Q03734,Serpina3m
Q91WP6,Serpina3n
B2RV46,Spata6l
Q9D7D2,Serpina9
Q9D2S4,Spaca7
Q80ZX8,Spag1
Q9JJF2,Spag4
Q7TME2,Spag5
Q9JLI7,Spag6
Q7TNE3,Spag7
Q3V0Q6,Spag8
Q8R1X6,Spart
A0A1B0GSZ0,Spaar
A2RRY8,Spats1
Q8K1N4,Spats2
Q9QYY8,Spast
Q9D5R4,Spata1
Q8K004,Spata2
Q8K3V1,Spata4
Q3U6K5,Spata6
Q80VP2,Spata7
Q9D9R3,Spata9
Q8K1K6,Serpinb10
Q9CQV3,Serpinb11
Q9D7P9,Serpinb12
Q8CDC0,Serpinb13
Q9DBE9,Ftsj3
P70124,Serpinb5
Q60854,Serpinb6
Q9D695,Serpinb7
O08800,Serpinb8
P15501,Sbp
Q9D9W0,Spatc1l
Q9D083,Spc24
Q3UA16,Spc25
Q9D958,Spcs1
Q9CYN2,Spcs2
Q6ZWQ7,Spcs3
Q6P6M7,Sepsecs
O89032,Sh3pxd2a
A2AAY5,Sh3pxd2b
Q9WTP3,Spdef
Q923A2,Spdl1
Q5IBH7,Spdya
Q8BGQ1,Vipas39
Q5IBH6,Spdye4a
Q64674,Srm
Q99JL1,Spef1
Q8C9J3,Spef2
Q62407,Speg
Q5F289,Spem1
Q8C5U4,Spem2
Q148B6,Spatc1
Q9D5A0,Spesp1
Q9D287,Bcas2
Q8BGT7,Smndc1
Q8JZX4,Rbm17
Q8K450,Spag16
Q5S003,Spag17
Q9CQC8,Spg21
Q3ULF4,Spg7
Q8CI15,Sphk1
Q9JIA7,Sphk2
P17433,Spi1
Q6NVE3,Spin2c
Q9JK88,Serpini2
O35906,Spib
Q8C804,Spice1
Q6P3D7,Spic
Q8BGX7,Spidr
Q8CEK3,Spinkl
Q61142,Spin1
Q8K1L2,Spin4
Q52KF3,Spire1
Q8K1S6,Spire2
Q9R097,Spint1
Q9WU03,Spint2
Q9D263,Spint4
Q6NSW3,Sphkap
Q9DAQ5,Spmap1
Q9JMB1,Spmap2
Q80W37,Snupn
Q9ESJ4,Nckipsd
Q05AH6,Spindoc
Q8R0G7,Spns1
Q91VM4,Spns2
Q9D232,Spns3
Q9WTK8,Spo11
Q3KQP7,Spo16
B1ASB6,Spocd1
Q8VCC9,Spon1
Q8BMS2,Spon2
Q2M2N2,Spopl
Q6ZWS8,Spop
Q8K1I3,Spp2
Q9JJF9,Sppl2a
Q3TD49,Sppl2b
A2A6C4,Sppl2c
Q9CUS9,Sppl3
Q62266,Sprr1a
Q62267,Sprr1b
O70554,Sprr2b
O70555,Sprr2d
O70556,Sprr2e
O70557,Sprr2f
O70558,Sprr2g
O70559,Sprr2h
O70560,Sprr2i
O70561,Sprr2j
O70562,Sprr2k
P07214,Sparc
Q924S8,Spred1
Q924S7,Spred2
Q6P6N5,Spred3
Q64105,Spr
P70663,Sparcl1
Q8BTG6,Spring1
Q8BWU1,Sprn
O09116,Sprr3
Q8CGN8,Sprr4
G3X912,Sprtn
Q3UUD2,Spry3
Q91WK1,Spryd4
Q3TFQ1,Spryd7
Q8BH69,Sephs1
Q91WJ7,Spats2l
P97364,Sephs2
Q9D5L7,Spsb1
O88838,Spsb2
Q571F5,Spsb3
Q8R5B6,Spsb4
P97355,Sms
Q5DU57,Spata13
Q8C636,Spata16
Q9D552,Spata17
Q9DAQ9,Spata19
Q80YT5,Spata20
Q8BHW6,Spata21
Q5SV06,Spata22
Q9DA57,Spata25
Q68FG3,Spty2d1
E9QAF0,Spata31
Q8C5V0,Spata32
Q8C624,Spata33
Q9CVW4,Spata45
Q4FZF2,Spata46
P63271,Supt4h1a
Q9Z199,Supt4h1b
O55201,Supt5h
Q62383,Supt6h
P08032,Spta1
Q9D9T6,Spata3
P15508,Sptb
Q62261,Sptbn1
O35704,Sptlc1
P97363,Sptlc2
Q8BG54,Sptlc3
Q3UHA3,Spg11
P16546,Sptan1
Q8R207,Sptssa
Q925E8,Sptssb
Q3TIT8,Slc37a3
D3Z752,Spx
Q9QXV9,Spry1
Q9QXV8,Spry2
Q9WTP2,Spry4
Q99MY0,Spz1
Q9R112,Sqor
Q64337,Sqstm1
Q6NV83,U2surp
Q4V9W2,Srek1ip1
Q9WUP4,Srd5a3
Q80VJ2,Sra1
Q3U213,Serac1
Q99M08,Arln
Q3ULG3,Srarp
A1L0T3,Ssc4d
Q497V5,Srbd1
Q9WTN3,Srebf1
Q3U1N2,Srebf2
Q62417,Sorbs1
Q3UTJ2,Sorbs2
Q60598,Cttn
Q7TQ48,Srl
Q9QWI6,Srcin1
Q8BV57,Ssc5d
P05480,Src
P59222,Scarf2
Q5ND28,Scarf1
Q8BZX4,Srek1
Q9CZ91,Srfbp1
Q9JM73,Srf
Q80YD6,Sergef
P13609,Srgn
Q91Z69,Srgap1
Q91Z67,Srgap2
Q812A2,Srgap3
Q62270,Srms
P49962,Srp9
P16254,Srp14
Q9D7A6,Srp19
P14576,Srp54
Q8BMA6,Srp68
O70551,Srpk1
O54781,Srpk2
Q9Z0G2,Srpk3
Q9DBG7,Srpra
P47758,Srprb
Q8R054,Srpx2
Q9R0M3,Srpx
Q8K2M3,Srrd
Q52KI8,Srrm1
Q8BTI8,Srrm2
Q80WV7,Srrm3
Q8BKA3,Srrm4
Q99MR6,Srrt
Q9QZX7,Srr
Q9R0U0,Srsf10
Q8C8K3,Srsf12
Q6PDM2,Srsf1
Q62093,Srsf2
P84104,Srsf3
Q8VE97,Srsf4
O35326,Srsf5
Q3TWW8,Srsf6
Q8BL97,Srsf7
Q9D0B0,Srsf9
Q9JL10,Sertad1
Q9JJG5,Sertad2
Q9ERC3,Sertad3
A7DTG3,Sertad4
Q8CD78,Sertm1
A0A1B0GSN8,SERTM2
Q9D975,Srxn1
Q05738,Sry
Q9CYZ8,Ssbp2
Q9D032,Ssbp3
Q9CYR0,Ssbp1
Q8BWF0,Aldh5a1
Q91YU8,Ppan
Q76I79,Ssh1
Q5SW75,Ssh2
Q8K330,Ssh3
Q9JJ94,Ssna1
Q62147,Sspn
Q8CG65,Sspo
P30873,Sstr1
P30875,Sstr2
P30935,Sstr3
P49660,Sstr4
O08858,Sstr5
Q9CY50,Ssr1
Q9CPW5,Ssr2
Q62186,Ssr4
Q9DCF9,Ssr3
Q08943,Ssrp1
P13675,Ssty1
Q9CY97,Ssu72
Q8C3L1,Ssuh2
B1AUS7,Ssxa1
Q62280,Ss18
P56677,St14
Q8BG48,Stk17b
Q80TY4,St18
P52840,Sult1a1
Q9QWG7,Sult1b1
Q80VR3,Sult1c1
Q9D939,Sult1c2
Q3UZZ6,Sult1d1
P49891,Sult1e1
P52843,Sult2a1
P50236,Sult2a2
B2RVI8,Sult2a6
Q8BGL3,Sult2a8
O35400,Sult2b1
Q8BGW6,Stk32a
Q9JJX8,Stk32b
Q8QZV4,Stk32c
Q7TSE6,Stk38l
O35403,Sult3a1
P63046,Sult4a1
Q9CZV5,Supt7l
P0CC03,Sult6b1
Q8K4P7,St7l
Q99M96,St7
Q9JMD3,Stard10
Q923Q2,Stard13
P42230,Stat5a
P42232,Stat5b
Q8R4Y4,Stab1
Q8R4U0,Stab2
Q9CQ26,Stambp
Q8R1B0,Stac2
Q8BZ71,Stac3
P97306,Stac
Q9D3E6,Stag1
O35638,Stag2
O70576,Stag3
Q76N33,Stambpl1
P70297,Stam
O88811,Stam2
Q9JM90,Stap1
Q8R0L1,Stap2
Q61542,Stard3
Q99JV5,Stard4
Q9EPQ7,Stard5
P59096,Stard6
Q8R1R3,Stard7
Q8K031,Stard8
Q80TF6,Stard9
P51557,Star
P42225,Stat1
Q9WVL2,Stat2
P42227,Stat3
P42228,Stat4
P52633,Stat6
Q9Z108,Stau1
Q8CJ67,Stau2
Q5DQR4,Stxbp5l
Q8C7E7,Stbd1
O55183,Stc1
O88452,Stc2
Q9CWR7,Steap1
Q8BWB6,Steap2
Q8CI59,Steap3
Q923B6,Steap4
Q8VDP2,Steep1
P33242,Nr5a1
Q60988,Stil
P70302,Stim1
P83093,Stim2
Q3UF25,Stimate
Q3TBT3,Sting1
Q60864,Stip1
O55098,Stk10
Q9WTK7,Stk11
O88697,Stk16
Q9JHN8,Stk19
Q99KH8,Stk24
Q9Z2W1,Stk25
Q99JT2,Stk26
Q99MW1,Stk31
Q924X7,Stk33
Q80ZW0,Stk35
Q69ZM6,Stk36
Q91VJ4,Stk38
Q9Z1W9,Stk39
Q9JI10,Stk3
Q7TNL3,Stk40
Q9JI11,Stk4
Q80YS9,Stkld1
Q6P3A1,Stmnd1
Q8CI66,Stoml1
Q99JB2,Stoml2
Q6PE84,Stoml3
P54227,Stmn1
P55821,Stmn2
O70166,Stmn3
P63042,Stmn4
P0DP99,Stmp1
Q8K2X3,Stn1
P54116,Stom
Q8CDJ8,Ston1
Q8BZ60,Ston2
B2RQL2,Stox1
Q499E5,Stox2
P10856,Tnp1
P11378,Tnp2
Q8R3F9,Tut1
Q9D2F5,Stpg1
Q8C8J0,Stpg2
A2RSX4,Stpg3
Q9DAG5,Stpg4
Q9DCI3,Stard3nl
Q9DBN1,Stra6l
O70491,Stra6
P70278,Stra8
Q3UUJ4,Strada
Q8K4T3,Stradb
Q9Z1Z2,Strap
Q91WM1,Strbp
Q8VIM6,Strc
Q9ERG2,Strn3
P58404,Strn4
O55106,Strn
Q8C079,Strip1
Q8C9H6,Strip2
P50427,Sts
P46978,Stt3a
Q3TDQ1,Stt3b
Q0VBF8,Stum
Q9D3G5,Stx11
Q9ER00,Stx12
Q8BVI5,Stx16
Q9D0I4,Stx17
Q8VDS8,Stx18
Q8R1Q0,Stx19
O35526,Stx1a
P61264,Stx1b
Q00262,Stx2
Q64704,Stx3
P70452,Stx4
Q8K1E0,Stx5
Q9JKK1,Stx6
O70439,Stx7
O88983,Stx8
O08599,Stxbp1
Q64324,Stxbp2
Q60770,Stxbp3
Q9WV89,Stxbp4
Q8K400,Stxbp5
Q8R3T5,Stxbp6
Q6J9G1,Styk1
Q148W8,Styxl2
Q60969,Styx
Q9WUM5,Suclg1
Q9Z2I9,Sucla2
Q9Z2I8,Suclg2
Q7TNE1,Sugct
Q8C341,Suco
Q99MT6,Sucnr1
Q9Z0P7,Sufu
Q8CH02,Sugp1
Q8CH09,Sugp2
P31266,Rbpj
Q8K007,Sulf1
Q8CFG0,Sulf2
Q8R0F3,Sumf1
Q8BPG6,Sumf2
P63166,Sumo1
P61957,Sumo2
Q9Z172,Sumo3
Q9D666,Sun1
Q8BJS4,Sun2
Q5SS91,Sun3
Q9DA32,Sun5
Q8R086,Suox
P09925,Surf1
P09926,Surf2
Q64310,Surf4
P70279,Surf6
Q9DBX3,Susd2
Q9D176,Susd3
Q8BH32,Susd4
Q8BGE4,Susd6
Q80YD1,Supv3l1
O54864,Suv39h1
Q9EQQ0,Suv39h2
Q80U70,Suz12
Q9JIS5,Sv2a
Q8BG39,Sv2b
Q69ZS6,Sv2c
Q99LQ4,Svbp
A2AVA0,Svep1
Q8K4L3,Svil
Q3UZP4,Svip
Q6PDF3,Svopl
Q8BFT9,Svop
F2Z472,Svs3a
P18419,Svs4
P30933,Svs5
Q64356,Svs6
Q8BLS7,Sowaha
Q8BZW2,Sowahb
Q8C0J6,Sowahc
Q8BY98,Sowahd
Q8VCI7,Swsap1
Q9CXK4,Slc50a1
Q8K3D3,Swi5
Q6A028,Swap70
Q9DBQ9,Swt1
Q8BGQ7,Aars1
Q14CH7,Aars2
Q9D5V6,Syap1
Q8BHS8,Sybu
Q5D525,Syce1l
A0A0M3U1B0,Sycp2l
Q9ER72,Cars1
Q9D495,Syce1
Q505B8,Syce2
B5KM66,Syce3
Q8BYM8,Cars2
Q8VCK7,Sycn
Q62209,Sycp1
Q9CUU3,Sycp2
P70281,Sycp3
Q922B2,Dars1
Q9DBZ9,Syde1
Q8BIP0,Dars2
Q9CXJ1,Ears2
Q8CGC7,Eprs1
Q9DCD2,Xab2
Q9D198,Syf2
Q8C0C7,Farsa
Q9WUA2,Farsb
Q99M01,Fars2
F6SEU4,Syngap1
Q99KK9,Hars2
Q8BU30,Iars1
Q8BIJ6,Iars2
Q9D6K5,Synj2bp
Q99MN1,Kars1
Q8BMJ2,Lars1
Q8VDC0,Lars2
Q68FL6,Mars1
Q499X9,Mars2
Q80X82,Sympk
Q3USQ7,Syndig1l
O88935,Syn1
Q64332,Syn2
Q8JZP2,Syn3
Q5G5D5,Syna
Q8BI41,Synb
Q9EPM5,Sync
Q8BP47,Nars1
Q6ZWR6,Syne1
Q6ZWQ0,Syne2
Q4FZC9,Syne3
Q8CII8,Syne4
Q70IV5,Synm
A2ANU3,Syndig1
Q8CHC4,Synj1
Q9D2G5,Synj2
Q8BGV0,Nars2
Q91YE8,Synpo2
Q8CC35,Synpo
Q8BGN8,Synpr
Q5SV85,Synrg
Q8BWB1,Synpo2l
Q62277,Syp
O09117,Sypl1
O89104,Sypl2
Q8CFI5,Pars2
Q8BML9,Qars1
Q9D0I9,Rars1
Q3U186,Rars2
Q78S06,Sys1
P26638,Sars1
Q9JJL8,Sars2
Q9R0N4,Syt10
Q9R0N3,Syt11
Q920N7,Syt12
Q9EQT6,Syt13
Q7TN84,Syt14
Q8C6N3,Syt15
Q7TN83,Syt16
Q920M7,Syt17
P46096,Syt1
P46097,Syt2
O35681,Syt3
P40749,Syt4
Q9R0N5,Syt5
Q9R0N8,Syt6
Q9R0N7,Syt7
Q9R0N6,Syt8
Q9R0N9,Syt9
Q8BLY2,Tars3
Q9D0R2,Tars1
Q99N80,Sytl1
Q99N50,Sytl2
Q99N48,Sytl3
Q9R0Q1,Sytl4
Q80T23,Sytl5
Q3UQ84,Tars2
O55042,Snca
Q91ZZ3,Sncb
Q9Z0F7,Sncg
Q9Z1Q9,Vars1
Q3U2A8,Vars2
Q9DBY1,Syvn1
P32921,Wars1
Q9CYK1,Wars2
Q91WQ3,Yars1
Q8BYL4,Yars2
Q6NXN1,Szrd1
A2A9C3,Szt2
Q8VC04,Tmem106a
Q80X71,Tmem106b
Q80VP8,Tmem106c
Q9WV96,Timm10b
Q8BTG3,Tcp11l1
Q8K1H7,Tcp11l2
Q3TA38,Tmem120b
Q99MX7,Tmem121b
Q9D8Y1,Tmem126a
Q9D1R1,Tmem126b
Q3U3D7,Tmem131l
Q922P8,Tmem132a
Q8CEF9,Tmem132c
Q76HP3,Tmem132d
Q6IEE6,Tmem132e
D3YU32,Tex13c1
Q91WN2,Tmem150a
Q8R218,Tmem150b
Q8C8S3,Tmem150c
Q6GQT5,Tmem151a
Q68FE7,Tmem151b
Q8VCA6,Tmem161a
Q8C2L6,Tmem161b
Q9D342,Tmem170a
P86050,Tmem170b
Q9DCS1,Tmem176a
Q9R1Q6,Tmem176b
Q9CZ16,Tmem178a
Q8BHH9,Tmem179
Q9CY24,Tmem179b
Q3UFJ6,Tmem184a
Q8BG09,Tmem184b
Q3TPR7,Tmem184c
A2AF53,Tmem185a
Q8R3R5,Tmem185b
Q9JJB1,Tmem191
Q8C817,Tmem200a
B9EJI9,Tmem229a
Q8BFQ2,TMEM229B
P62500,Tsc22d1
E9Q7M2,Tsc22d2
Q9Z2S7,Tsc22d3
Q9EQN3,Tsc22d4
P48776,Tdo2
Q8BHW5,Tmem255a
Q5FW56,Tmem255b
Q80ZM7,Gtf2a2
Q9D0D5,Gtf2e1
Q9D902,Gtf2e2
Q3THK3,Gtf2f1
Q8R0A0,Gtf2f2
Q7M720,Tas2r13
P59529,Tas2r16
Q7TQA6,Tas2r38
Q7TQA5,Tas2r39
Q7TQB8,Tas2r40
P59532,Tas2r41
Q06666,Srst
Q9CXA2,L3hypdh
Q8C0G2,Traf3ip3
E9Q9H8,Tm4sf19
Q64302,Tm4sf1
Q9CQY8,Tm4sf20
Q91XD3,Tm4sf4
Q9QXE4,Trp53inp1
Q8CFU8,Tp53inp2
Q7TQA7,Tas2r3
Q9JKT3,Tas2r4
P59530,Tas2r7
P30987,Tbxa2r
Q5QD12,Taar7a
Q5QD11,Taar7b
Q5QD10,Taar7d
Q5QD09,Taar7e
Q5QD08,Taar7f
Q5QD07,Taar8a
Q5QD06,Taar8b
Q5QD05,Taar8c
Q923Y8,Taar1
Q5QD17,Taar2
Q5QD16,Taar3
Q5QD15,Taar4
Q5QD14,Taar5
Q5QD13,Taar6
Q5QD04,Taar9
Q8CF89,Tab1
Q99K90,Tab2
Q571K4,Tab3
Q91XT6,Tc2n
Q8C1E7,Tmem120a
Q6Y685,Tacc1
Q9JJG0,Tacc2
Q9JJ11,Tacc3
Q8BGV3,Tacstd2
Q8K0Z7,Taco1
Q3U0X8,Cd96
Q8CHV6,Tada2a
Q99LM9,Tada1
Q8R0L9,Tada3
Q921F2,Tardbp
Q8K0H5,Taf10
Q99JX1,Taf11
Q8VE65,Taf12
P61216,Taf13
P97357,Taf1a
P97358,Taf1b
Q6PDZ2,Taf1c
Q9D4V4,Taf1d
Q80UV9,Taf1
Q8C176,Taf2
Q5HZG4,Taf3
G5E8Z2,Taf4b
Q91WQ5,Taf5l
Q8C092,Taf5
Q8R2K4,Taf6l
Q62311,Taf6
Q9D3R9,Taf7l
Q9R1C0,Taf7
Q9EQH4,Taf8
Q6NZA9,Taf9b
Q8VI33,Taf9
Q7TPG8,Tafa1
Q7TPG7,Tafa2
Q7TPG6,Tafa3
Q7TPG5,Tafa4
Q91WE9,Tafa5
B2RWW0,Tagap
Q9WVA4,Tagln2
Q9R1Q8,Tagln3
P37804,Tagln
P22091,Tal1
Q62282,Tal2
E9PV87,Talpid3
Q93092,Taldo1
Q3TUH1,Tamm41
Q0VGY8,Tanc1
A2A690,Tanc2
P70347,Tank
Q5F2E8,Taok1
Q6ZQ29,Taok2
Q8BYC6,Taok3
P21958,Tap1
Q8R2N0,Ccdc59
P36371,Tap2
Q4VBD2,Tapt1
Q99KW3,Triobp
Q8C838,Trarg1
B6A8R8,Tarm1
Q9D3J9,Tasl
Q5DTT3,Tasor2
Q69ZR9,Tasor
Q8R1G1,Tasp1
Q6P8M1,Tatdn1
Q3U1C6,Tatdn3
P10637,Mapt
Q3UKC1,Tax1bp1
Q91WF0,Tafazzin
P58802,Tbc1d10a
Q8BHL3,Tbc1d10b
Q8C9V1,Tbc1d10c
P58871,Tnks1bp1
Q8R5A6,Tbc1d22a
P68369,Tuba1a
P05213,Tuba1b
P68373,Tuba1c
P05214,Tuba3a
P05214,Tuba3b
P68368,Tuba4a
Q9JJZ2,Tuba8
Q3UX10,Tubal3
Q7TSD4,Tbata
A2AQ07,Tubb1
Q7TMM9,Tubb2a
Q9CWF2,Tubb2b
Q9ERD7,Tubb3
Q9D6F9,Tubb4a
P68372,Tubb4b
P99024,Tubb5
Q922F4,Tubb6
Q6A039,Tbc1d12
Q8R3D1,Tbc1d13
Q8CGA2,Tbc1d14
Q9CXF4,Tbc1d15
Q8BYH7,Tbc1d17
Q9D9I4,Tbc1d20
Q9D9D3,Tbc1d21
Q8K0F1,Tbc1d23
Q3UUG6,Tbc1d24
A1A5B6,Tbc1d25
Q69ZT9,Tbc1d30
Q6NXY1,Tbc1d31
A3KGB4,Tbc1d8b
Q5SVR0,Tbc1d9b
P48428,Tbca
Q9D1E6,Tbcb
Q640P7,Tbccd1
Q8VCN9,Tbcc
Q60949,Tbc1d1
Q8BYJ6,Tbc1d4
Q80XQ2,Tbc1d5
Q9D0K0,Tbc1d7
Q9Z1A9,Tbc1d8
Q3UYK3,Tbc1d9
Q8BYA0,Tbcd
Q8C5W3,Tbcel
Q8CIV8,Tbce
Q8BM85,Tbck
B1AVH7,Tbc1d2
Q3U0J8,Tbc1d2b
Q9R1K7,Tubd1
